
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 0.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,2120.62145,-2.46069, 0.00000, 0.00000,
 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00002, 0.00000, 0.00011, 0.00000, 0.00000, 0.00000,2120.62145,-0.46069, 0.00000, 0.00000,
 1.10000, 0.00035, 0.00000, 0.00242, 0.00000,-0.02772,-0.00000, 0.00959,-0.03423, 0.00000, 0.00000,-0.71868,-0.00000, 0.00602, 0.00000, 0.01815, 0.00001, 0.00717,-0.00012,2120.62145,-0.46069, 0.00000, 0.00000,
 1.20000, 0.00232, 0.00000, 0.00953, 0.00000,-0.15454,-0.00000, 0.03192,-0.16210, 0.00000, 0.00000,-1.82151,-0.00000, 0.00496, 0.00000,-0.01774, 0.00003, 0.02386,-0.00046,2120.62145,-0.46069, 0.00000, 0.00000,
 1.30000, 0.00724, 0.00000, 0.01058, 0.00000,-0.38981,-0.00000, 0.06962,-0.38130, 0.00000, 0.00000,-2.86581,-0.00000, 0.00229,-0.00000,-0.07256, 0.00007, 0.05210,-0.00051,2120.62145,-0.46069, 0.00000, 0.00000,
 1.40000, 0.01696, 0.00000,-0.01189, 0.00000,-0.72371,-0.00000, 0.12876,-0.67663, 0.00000, 0.00000,-3.79136,-0.00000,-0.00114,-0.00000,-0.13903, 0.00012, 0.09655, 0.00057,2120.62145,-0.46069, 0.00000, 0.00000,
 1.50000, 0.03390, 0.00000,-0.07921, 0.00000,-1.14387,-0.00000, 0.21503,-1.03208, 0.00000, 0.00000,-4.59099,-0.00000,-0.00507,-0.00000,-0.21376, 0.00020, 0.16160, 0.00382,2120.62145,-0.46069, 0.00000, 0.00000,
 1.60000, 0.06103, 0.00000,-0.21537, 0.00000,-1.63777,-0.00000, 0.33327,-1.43256, 0.00000, 0.00000,-5.26651,-0.00000,-0.00936,-0.00000,-0.29409, 0.00032, 0.25102, 0.01038,2120.62145,-0.46069, 0.00000, 0.00000,
 1.70000, 0.10176, 0.00000,-0.44618, 0.00000,-2.19319,-0.00000, 0.48745,-1.86426, 0.00000, 0.00000,-5.82254,-0.00000,-0.01387,-0.00000,-0.37766, 0.00046, 0.36796, 0.02150,2120.62145,-0.46069, 0.00000, 0.00000,
 1.80000, 0.15983, 0.00000,-0.79851, 0.00000,-2.79850,-0.00000, 0.68074,-2.31473, 0.00000, 0.00000,-6.26541,-0.00000,-0.01849,-0.00000,-0.46242, 0.00064, 0.51493, 0.03849,2120.62145,-0.46069, 0.00000, 0.00000,
